CustomerID,CreditScore,Country,Gender,Age,Tenure,Balance,NumOfProducts,HasCreditCard,IsActiveMember,EstimatedSalary,Churned
15602280,829,Germany,Female,27,9,112045.67,1,Yes,Yes,119708.21,Yes
15771573,637,Germany,Female,39,9,137843.8,1,Yes,Yes,117622.8,Yes
15766205,550,Germany,Male,38,2,103391.38,1,No,Yes,90878.13,No
15771873,776,Germany,Female,37,2,103769.22,2,Yes,No,194099.12,No
15616550,698,Germany,Male,44,10,116363.37,2,Yes,No,198059.16,No
15768193,585,Germany,Male,36,5,146050.97,2,No,No,86424.57,No
15683553,788,France,Female,33,5,0,2,No,No,116978.19,No
15702298,655,Germany,Male,41,8,125561.97,1,No,No,164040.94,Yes
15569590,601,Germany,Male,42,1,98495.72,1,Yes,No,40014.76,Yes
15760861,619,France,Male,43,1,125211.92,1,Yes,Yes,113410.49,No
15630053,656,France,Male,45,5,127864.4,1,Yes,No,87107.57,No
15647091,725,Germany,Male,19,0,75888.2,1,No,No,45613.75,No
15623944,511,Spain,Female,66,4,0,1,Yes,No,1643.11,Yes
15804771,614,France,Male,51,4,40685.92,1,Yes,Yes,46775.28,No
15651280,742,Germany,Male,35,5,136857,1,No,No,84509.57,No
15773469,687,Germany,Female,27,9,152328.88,2,No,No,126494.82,No
15702014,555,Spain,Male,33,1,56084.69,2,No,No,178798.13,No
15751208,684,Spain,Male,56,8,78707.16,1,Yes,Yes,99398.36,No
15592461,603,Germany,Male,26,4,109166.37,1,Yes,Yes,92840.67,No
15789484,751,Germany,Female,36,6,169831.46,2,Yes,Yes,27758.36,No
15696061,581,Germany,Female,34,1,101633.04,1,Yes,No,110431.51,No
15641582,735,Germany,Male,43,10,123180.01,2,Yes,Yes,196673.28,No
15638424,661,Germany,Female,35,5,150725.53,2,No,Yes,113656.85,No
15755648,675,France,Female,21,8,98373.26,1,Yes,No,18203,No
15703793,738,Germany,Male,58,2,133745.44,4,Yes,No,28373.86,Yes
15620344,813,France,Male,29,6,0,1,Yes,No,33953.87,No
15812518,657,Spain,Female,37,0,163607.18,1,No,Yes,44203.55,No
15779052,604,Germany,Female,25,5,157780.84,2,Yes,Yes,58426.81,No
15770811,519,France,Male,36,9,0,2,No,Yes,145562.4,No
15780961,735,France,Female,21,1,178718.19,2,Yes,No,22388,No
15614049,664,France,Male,55,8,0,2,Yes,Yes,139161.64,No
15662085,678,France,Female,32,9,0,1,Yes,Yes,148210.64,No
15575185,757,Spain,Male,33,5,77253.22,1,No,Yes,194239.63,No
15803136,416,Germany,Female,41,10,122189.66,2,Yes,No,98301.61,No
15706021,665,France,Female,34,1,96645.54,2,No,No,171413.66,No
15663706,777,France,Female,32,2,0,1,Yes,No,136458.19,Yes
15641732,543,France,Female,36,3,0,2,No,No,26019.59,No
15701164,506,France,Female,34,4,90307.62,1,Yes,Yes,159235.29,No
15738751,493,France,Female,46,4,0,2,Yes,No,1907.66,No
15805254,652,Spain,Female,75,10,0,2,Yes,Yes,114675.75,No
15762418,750,Spain,Male,22,3,121681.82,1,Yes,No,128643.35,Yes
15625759,729,France,Male,30,9,0,2,Yes,No,151869.35,No
15622897,646,France,Female,46,4,0,3,Yes,No,93251.42,Yes
15767954,635,Germany,Female,28,3,81623.67,2,Yes,Yes,156791.36,No
15757535,647,Spain,Female,44,5,0,3,Yes,Yes,174205.22,Yes
15731511,808,France,Male,45,7,118626.55,2,Yes,No,147132.46,No
15809248,524,France,Female,36,10,0,2,Yes,No,109614.57,No
15640635,769,France,Male,29,8,0,2,Yes,Yes,172290.61,No
15676966,730,Spain,Male,42,4,0,2,No,Yes,85982.47,No
15699461,515,Spain,Male,35,10,176273.95,1,No,Yes,121277.78,No
15738721,773,Spain,Male,41,9,102827.44,1,No,Yes,64595.25,No
15693683,814,Germany,Male,29,8,97086.4,2,Yes,Yes,197276.13,No
15604348,710,Spain,Male,22,8,0,2,No,No,99645.04,No
15633059,413,France,Male,34,9,0,2,No,No,6534.18,No
15808582,665,France,Female,40,6,0,1,Yes,Yes,161848.03,No
15743192,623,France,Female,44,6,0,2,No,No,167162.43,No
15580146,738,France,Male,31,9,82674.15,1,Yes,No,41970.72,No
15776605,528,Spain,Male,36,7,0,2,Yes,No,60536.56,No
15804919,670,Spain,Female,65,1,0,1,Yes,Yes,177655.68,Yes
15613854,622,Spain,Female,46,4,107073.27,2,Yes,Yes,30984.59,Yes
15599195,582,Germany,Male,32,1,88938.62,1,Yes,Yes,10054.53,No
15812878,785,Germany,Female,36,2,99806.85,1,No,Yes,36976.52,No
15602312,605,Spain,Male,33,5,150092.8,1,No,No,71862.79,No
15744689,479,Germany,Male,35,9,92833.89,1,Yes,No,99449.86,Yes
15803526,685,Germany,Male,30,3,90536.81,1,No,Yes,63082.88,No
15665790,538,Germany,Male,39,7,108055.1,2,Yes,No,27231.26,No
15715951,562,France,Male,42,2,100238.35,1,No,No,86797.41,No
15591100,675,Spain,Male,36,9,106190.55,1,No,Yes,22994.32,No
15609618,721,Germany,Male,28,9,154475.54,2,No,Yes,101300.94,Yes
15675522,628,Germany,Female,30,9,132351.29,2,Yes,Yes,74169.13,No
15705512,668,Germany,Female,37,6,167864.4,1,Yes,No,115638.29,No
15698028,506,France,Female,41,1,0,2,Yes,No,31766.3,No
15661670,524,Germany,Female,31,8,107818.63,1,Yes,No,199725.39,Yes
15600781,699,Germany,Male,34,4,185173.81,2,Yes,No,120834.48,No
15682472,828,France,Male,34,8,129433.34,2,No,No,38131.77,No
15580203,674,Spain,Male,39,6,120193.42,1,No,No,100130.95,No
15690673,656,France,Female,39,6,0,2,Yes,No,141069.88,No
15760085,684,Germany,Female,48,10,126384.42,1,Yes,Yes,198129.36,No
15779659,625,France,Female,28,3,0,1,No,No,183646.41,No
15627360,432,France,Male,42,9,152603.45,1,Yes,No,110265.24,Yes
15671137,549,France,Female,52,1,0,1,No,Yes,8636.05,Yes
15782688,625,Germany,Male,56,0,148507.24,1,Yes,No,46824.08,Yes
15575492,828,France,Female,41,7,0,2,Yes,No,171378.77,No
15591607,770,France,Male,24,9,101827.07,1,Yes,No,167256.35,No
15740404,758,France,Female,34,3,0,2,Yes,Yes,124226.16,No
15718369,795,Germany,Female,33,9,130862.43,1,Yes,Yes,114935.21,No
15677871,687,France,Male,38,9,122570.87,1,Yes,Yes,35608.88,No
15642004,686,France,Male,25,1,0,2,No,Yes,16459.37,No
15712543,789,Germany,Male,39,7,124828.46,2,Yes,Yes,124411.08,No
15584518,589,Germany,Female,50,5,144895.05,2,Yes,Yes,34941.23,No
15802381,461,Germany,Female,34,5,63663.93,1,No,Yes,167784.28,No
15610156,637,France,Male,40,2,133463.1,1,No,Yes,93165.34,No
15594408,584,Spain,Female,48,2,213146.2,1,Yes,No,75161.25,Yes
15640905,579,Spain,Female,35,1,129490.36,2,No,Yes,8590.83,Yes
15698932,756,Germany,Male,44,10,137452.09,1,Yes,No,189543.9,No
15724944,663,France,Male,34,7,0,2,Yes,Yes,180427.24,No
15628145,682,France,Female,43,5,125851.93,1,Yes,Yes,193318.33,No
15713483,793,Spain,Male,52,2,0,1,Yes,No,159123.82,Yes
15612350,691,France,Female,31,5,40915.55,1,Yes,No,126213.84,Yes
15800703,485,Spain,Female,21,5,113157.22,1,Yes,Yes,54141.5,No
15705707,635,Spain,Female,29,8,138296.94,2,Yes,No,141075.51,No
15754105,650,France,Male,37,5,106967.18,1,No,No,24495.03,No
15703264,735,France,Male,44,9,120681.63,1,Yes,No,74836.34,No
15794413,416,France,Male,32,0,0,2,No,Yes,878.87,No
15650237,754,Spain,Female,32,7,0,2,Yes,No,89520.75,No
15759618,535,France,Female,48,9,0,1,Yes,No,149892.79,Yes
15811589,716,Spain,Male,42,8,0,2,Yes,No,180800.42,No
15689044,539,France,Male,37,2,127609.59,1,Yes,No,98646.22,No
15709368,614,France,Female,43,6,0,2,Yes,Yes,109041.53,No
15679145,706,Spain,Male,57,7,0,1,Yes,No,17941.16,Yes
15655007,758,France,Female,33,7,0,2,No,No,82996.47,No
15623595,586,Spain,Female,28,2,0,2,Yes,Yes,92067.35,No
15589975,646,France,Female,73,6,97259.25,1,No,Yes,104719.66,No
15804017,631,Germany,Female,33,4,123246.7,1,No,No,112687.57,No
15692132,717,Spain,Female,22,6,101060.25,1,No,Yes,84699.56,No
15641122,684,France,Male,30,2,0,2,Yes,No,83473.82,No
15630910,800,France,Female,49,7,108007.36,1,No,No,47125.11,No
15680772,721,Spain,Female,36,2,0,2,Yes,Yes,106977.8,No
15658929,683,Spain,Male,29,0,133702.89,1,Yes,No,55582.54,Yes
15585388,660,Germany,Male,31,9,125189.75,2,Yes,Yes,139874.43,No
15724623,704,Germany,Female,24,7,113034.22,1,Yes,No,162503.48,Yes
15588537,615,Spain,Female,41,9,109013.23,1,Yes,No,196499.96,No
15574692,667,Spain,Female,39,2,0,2,Yes,No,40721.24,Yes
15611325,682,Germany,Male,24,9,57929.81,2,No,No,53134.3,No
15587562,484,France,Female,29,4,130114.39,1,Yes,No,164017.89,No
15613172,628,Germany,Male,27,5,95826.49,2,Yes,No,155996.96,No
15651022,480,Germany,Male,44,10,129608.57,1,Yes,No,5472.7,Yes
15586310,578,France,Male,30,4,169462.09,1,Yes,No,112187.11,No
15625524,512,France,Male,40,5,0,2,Yes,Yes,146457.83,No
15755209,484,Spain,Female,35,7,133868.21,1,Yes,Yes,27286.1,No
15645248,510,France,Female,30,0,0,2,Yes,Yes,130553.47,No
15790355,606,Germany,Male,36,5,190479.48,2,No,No,179351.89,No
15762615,597,Spain,Female,40,8,101993.12,1,No,Yes,94774.12,No
15625426,754,Germany,Female,55,3,161608.81,1,Yes,No,8080.85,Yes
15716334,850,Spain,Female,45,2,122311.21,1,Yes,Yes,19482.5,No
15789669,510,France,Male,65,2,0,2,Yes,Yes,48071.61,No
15621075,778,Germany,Female,45,1,162150.42,2,Yes,No,174531.27,No
15810845,636,France,Male,42,2,0,2,Yes,Yes,55470.78,No
15719377,804,France,Female,50,4,0,1,Yes,Yes,8546.87,Yes
15654506,514,France,Male,32,8,0,2,Yes,No,95857.18,No
15771977,730,France,Female,39,1,99010.67,1,Yes,No,194945.8,No
15708710,525,Spain,Female,37,0,0,1,No,Yes,131521.72,No
15726676,616,Spain,Male,30,5,0,2,No,Yes,196108.51,No
15587421,687,Germany,Female,34,7,111388.18,2,Yes,No,148564.76,No
15726931,715,France,Female,41,8,56214.85,2,No,No,92982.61,Yes
15771086,512,France,Female,36,3,84327.77,2,Yes,No,17675.36,No
15756850,479,France,Male,40,1,0,2,No,No,114996.43,No
15702741,601,France,Male,32,8,93012.89,1,Yes,No,86957.42,No
15679200,580,Spain,Male,29,9,61710.44,2,Yes,No,128077.8,No
15594815,807,France,Male,35,3,174790.15,1,Yes,Yes,600.36,No
15635905,616,Spain,Female,32,6,0,2,Yes,Yes,43001.46,No
15777892,721,Germany,Male,37,3,107720.64,1,Yes,Yes,158591.12,No
15656176,501,France,Male,57,10,0,2,Yes,Yes,47847.19,No
15811127,521,France,Male,35,6,96423.84,1,Yes,No,10488.44,No
15604482,850,Spain,Male,30,2,141040.01,1,Yes,Yes,5978.2,No
15622911,759,France,Male,42,4,105420.18,1,No,Yes,121409.06,No
15600974,516,Spain,Male,50,5,0,1,No,Yes,146145.93,Yes
15727868,711,France,Female,38,2,129022.06,2,Yes,Yes,14374.86,Yes
15627801,512,Spain,Male,33,3,176666.62,1,Yes,No,94670.77,No
15773039,550,France,Male,37,3,0,1,Yes,Yes,179670.31,No
15755262,608,Spain,Female,41,3,89763.84,1,No,No,199304.74,Yes
15679531,618,France,Male,34,5,134954.53,1,Yes,Yes,151954.39,No
15684181,643,France,Male,45,5,0,1,Yes,No,142513.5,Yes
15612087,671,France,Male,45,2,106376.85,1,No,Yes,158264.62,No
15752047,689,Germany,Male,33,2,161814.64,2,Yes,No,169381.9,No
15624592,603,France,Male,31,8,0,2,Yes,Yes,169915.02,No
15573152,620,France,Female,41,9,0,2,No,No,88852.47,No
15594917,676,France,Female,34,1,63095.01,1,Yes,Yes,40645.81,No
15785542,572,Germany,Male,26,4,118287.01,2,No,No,60427.3,No
15723488,668,Germany,Male,47,7,106854.21,1,No,Yes,157959.02,Yes
15680920,695,France,Male,46,7,49512.55,1,Yes,No,133007.34,No
15786308,730,Spain,Female,33,9,0,2,No,No,176576.62,No
15659366,807,France,Male,43,1,105799.32,2,Yes,No,34888.04,Yes
15774854,592,France,Male,54,8,0,1,Yes,Yes,28737.71,Yes
15725311,726,France,Female,31,9,114722.05,2,Yes,Yes,98178.57,No
15787155,514,Spain,Male,30,7,0,1,No,Yes,125010.24,No
15727829,567,France,Male,42,2,0,2,Yes,Yes,167984.61,No
15733247,850,France,Male,33,10,0,1,Yes,No,4861.72,Yes
15568748,671,Germany,Male,45,6,99564.22,1,Yes,Yes,108872.45,Yes
15699029,670,France,Male,37,4,170557.91,2,Yes,No,198252.88,No
15774393,694,France,Female,30,9,0,2,Yes,Yes,26960.31,No
15676895,547,Germany,Female,39,6,74596.15,3,Yes,Yes,85746.52,Yes
15637753,751,Germany,Male,50,2,96888.39,1,Yes,No,77206.25,Yes
15605461,594,Germany,Female,29,3,130830.22,1,Yes,No,61048.53,No
15808473,673,France,Male,72,1,0,2,No,Yes,111981.19,No
15627000,610,France,Male,40,0,0,2,Yes,No,62232.6,No
15787174,512,France,Female,37,1,0,2,No,Yes,156105.03,No
15723886,767,Germany,Male,20,3,119714.25,2,No,Yes,150135.38,No
15704769,585,France,Female,67,5,113978.97,2,No,Yes,93146.11,No
15772896,763,Germany,Male,42,6,100160.75,1,Yes,No,33462.94,Yes
15711540,712,France,Female,29,2,0,1,Yes,Yes,144375,No
15764866,539,Germany,Female,43,3,116220.5,3,Yes,No,55803.96,Yes
15794056,668,France,Female,46,2,0,3,Yes,No,89048.46,Yes
15795149,703,France,Male,28,2,81173.83,2,No,Yes,162812.16,No
15812009,662,Spain,Male,38,4,0,2,Yes,No,136259.65,No
15651001,725,Germany,Female,39,5,116803.8,1,Yes,No,124052.97,No
15813844,703,France,Male,37,8,105961.68,2,No,Yes,74158.8,No
15596175,659,Germany,Male,67,6,117411.6,1,Yes,Yes,45071.09,Yes
15576269,523,Spain,Male,34,7,0,2,Yes,No,62030.06,No
15797219,635,France,Female,40,10,123497.58,1,Yes,No,131953.23,Yes
15685500,772,Germany,Male,26,7,152400.51,2,Yes,No,79414,No
15599792,545,France,Female,26,1,0,2,Yes,Yes,199638.56,No
15657566,634,Germany,Male,24,8,103097.85,1,Yes,Yes,157577.29,No
15772423,739,Germany,Male,54,8,126418.14,1,Yes,No,134420.75,Yes
15628112,771,Germany,Female,36,5,77846.9,1,No,No,99805.99,No
15753754,587,Spain,Female,34,1,0,2,Yes,Yes,97932.68,No
15793726,681,France,Female,79,0,0,2,No,Yes,170968.99,No
15694717,544,Germany,Male,37,2,79731.91,1,Yes,Yes,57558.95,No
15665834,696,Spain,Male,28,8,0,1,No,No,176713.47,No
15765297,766,Spain,Male,41,0,0,2,No,Yes,34283.23,No
15636684,727,France,Male,34,10,0,2,Yes,Yes,198637.34,No
15592979,671,Germany,Female,34,6,37266.67,2,No,No,156917.12,No
15750803,693,France,Female,30,6,127992.25,1,Yes,Yes,50457.2,No
15607178,850,Germany,Male,38,3,54901.01,1,Yes,Yes,140075.55,No
15713853,732,Germany,Male,42,9,108748.08,2,Yes,Yes,65323.11,No
15673481,726,Spain,Female,48,6,99906.19,1,Yes,No,64323.24,No
15686776,557,France,Female,32,6,184686.41,2,Yes,No,14956.44,No
15673693,682,France,Female,26,0,110654.02,1,No,Yes,111879.21,No
15700696,738,Spain,Male,31,9,79019.8,1,Yes,Yes,18606.23,No
15813163,531,Spain,Female,36,9,99240.51,1,Yes,No,123137.01,No
15653857,498,France,Male,34,2,0,2,Yes,Yes,148528.24,No
15777076,651,France,Male,36,7,0,2,Yes,No,13898.31,No
15717398,549,Spain,Female,39,7,0,1,No,No,81259.25,Yes
15799217,791,Germany,Female,35,7,52436.2,1,Yes,No,161051.75,No
15787071,650,Spain,Male,41,9,0,2,No,Yes,191599.67,No
15619955,733,Germany,Male,34,3,100337.96,3,Yes,No,48559.19,Yes
15796505,811,Germany,Female,34,1,149297.19,2,Yes,Yes,186339.74,No
15725166,707,France,Male,30,8,0,2,Yes,No,33159.37,No
15800116,712,Germany,Male,28,4,145605.44,1,No,Yes,93883.53,No
15758685,706,Spain,Female,37,7,0,2,Yes,Yes,110899.3,No
15694456,756,France,Male,62,3,0,1,Yes,Yes,11199.04,Yes
15767339,777,France,Female,53,10,0,2,Yes,No,189992.97,No
15683562,646,France,Male,35,6,84026.86,1,No,Yes,164255.69,No
15782210,714,France,Male,46,1,0,1,Yes,No,152167.79,Yes
15668893,782,France,Male,39,8,0,2,Yes,Yes,33949.67,No
15669169,775,Spain,Male,29,10,0,2,Yes,Yes,68143.93,No
15643024,479,Germany,Male,35,4,138718.92,1,Yes,Yes,47251.79,Yes
15699389,807,France,Male,42,7,118274.71,1,Yes,Yes,25885.72,No
15708608,799,France,Female,22,8,174185.98,2,No,Yes,192633.85,No
15626144,675,France,Male,40,7,113208.86,2,Yes,No,34577.36,No
15573112,602,Spain,Male,29,5,103907.28,1,Yes,No,161229.84,No
15790678,475,France,Female,32,8,119023.28,1,Yes,No,100816.29,No
15727556,744,Spain,Female,26,5,166297.89,1,Yes,Yes,181694.44,No
15697307,588,Spain,Male,34,10,0,2,Yes,No,79078.91,No
15652266,703,Germany,Male,42,9,63227,1,No,Yes,137316.32,No
15607098,747,Spain,Female,41,5,94521.17,2,Yes,No,194926.86,No
15655774,583,France,Male,27,7,0,2,Yes,No,51285.49,No
15590241,750,Spain,Female,34,9,112822.26,1,No,No,150401.53,Yes
15785819,681,France,Male,38,3,0,2,Yes,Yes,112491.96,No
15723654,773,France,Male,25,2,135903.33,1,Yes,No,73656.38,No
15774510,714,France,Female,31,4,125169.26,1,Yes,Yes,106636.89,No
15684173,687,Spain,Female,44,7,0,3,Yes,No,155853.52,Yes
15650068,511,France,Male,58,0,149117.31,1,Yes,Yes,162599.51,No
15811490,627,France,Male,33,5,0,2,Yes,Yes,103737.82,No
15803976,694,France,Female,31,10,0,2,Yes,No,160990.27,No
15682541,616,Spain,Female,36,6,132311.71,1,No,No,15462.84,No
15695699,687,France,Male,35,8,0,2,Yes,No,10334.05,No
15624188,712,France,Female,33,6,0,2,Yes,Yes,190686.16,No
15812191,553,France,Male,33,4,118082.89,1,No,No,94440.45,No
15636673,667,France,Male,31,1,119266.69,1,Yes,Yes,28257.63,No
15594898,731,France,Male,43,2,0,1,Yes,Yes,170034.95,Yes
15660211,629,Germany,Male,35,7,156847.29,2,Yes,No,31824.29,No
15773972,614,France,Male,50,4,137104.47,1,Yes,No,127166.49,Yes
15746726,438,Germany,Male,31,8,78398.69,1,Yes,No,44937.01,No
15712287,652,France,Female,80,4,0,2,Yes,Yes,188603.07,No
15702919,729,Germany,Male,30,6,63669.42,1,Yes,No,145111.37,No
15674398,642,France,Male,38,3,0,2,No,No,171463.83,No
15797960,806,Germany,Female,59,0,135296.33,1,Yes,No,182822.5,No
15631868,744,Spain,Male,36,2,153804.44,1,Yes,Yes,87213.33,No
15581539,474,Spain,Male,37,3,0,2,No,No,57175.32,No
15662736,559,France,Male,49,2,147069.78,1,Yes,No,120540.83,Yes
15666252,706,Spain,Male,42,9,0,2,Yes,Yes,28714.34,No
15677512,628,Spain,Female,22,3,0,1,Yes,No,85426.28,No
15626114,429,France,Male,24,4,95741.75,1,Yes,No,46170.75,No
15810834,525,Spain,Female,57,2,145965.33,1,Yes,Yes,64448.36,No
15678910,680,France,Female,30,8,141441.75,1,Yes,Yes,16278.97,No
15694408,749,France,Male,40,1,139290.41,1,Yes,No,182855.42,Yes
15585215,763,France,Female,31,4,0,2,No,No,50404.72,No
15682757,734,France,Male,30,3,0,2,Yes,No,107640.25,No
15736601,716,France,Male,35,4,144428.87,1,Yes,No,134132.65,No
15601848,594,France,Male,35,2,0,2,Yes,No,103480.69,No
15736008,644,France,Female,46,9,95441.27,1,Yes,No,108761.05,Yes
15669064,671,Germany,Male,35,1,144848.74,1,Yes,Yes,179012.3,No
15624528,664,Germany,Male,26,7,116244.14,2,Yes,Yes,95145.14,No
15598493,656,France,Male,50,7,0,2,No,Yes,72143.44,No
15601274,667,Spain,Female,40,1,146502.07,1,Yes,No,19162.89,No
15702669,663,Germany,Male,44,2,117028.6,2,No,Yes,144680.18,No
15728669,584,Germany,Female,30,8,112013.81,1,Yes,No,177772.03,Yes
15742668,626,Spain,Female,37,6,108269.37,1,Yes,No,5597.94,No
15697441,485,France,Male,29,7,182123.79,1,Yes,No,116828.51,Yes
15740476,659,Germany,Female,32,3,150923.74,2,No,Yes,174652.51,No
15648064,649,France,Male,33,2,0,2,Yes,No,2010.98,No
15636624,805,Spain,Female,39,5,165272.13,1,Yes,No,14109.85,Yes
15807923,716,Germany,Female,39,10,115301.31,1,Yes,No,43527.4,Yes
15745844,642,Germany,Female,40,6,129502.49,2,No,Yes,86099.23,Yes
15786170,659,France,Male,31,4,118342.26,1,No,No,161574.19,No
15681081,545,Spain,Female,47,5,0,2,Yes,Yes,38970.14,No
15684484,543,France,Male,22,8,0,2,No,No,127587.22,No
15785869,718,France,Female,25,7,0,2,Yes,No,30380.12,No
15763859,840,France,Female,43,7,0,2,Yes,No,90908.95,No
15658935,630,Germany,Female,34,9,106937.05,2,Yes,No,138275.01,No
15747358,643,Germany,Male,59,3,170331.37,1,Yes,Yes,32171.79,No
15735203,654,Germany,Female,32,1,114510.85,1,Yes,Yes,126143.23,No
15576256,582,France,Male,39,5,0,2,Yes,Yes,129892.93,No
15659420,659,Spain,Male,32,3,107594.11,2,Yes,Yes,102416.84,No
15593365,762,Spain,Male,39,2,81273.13,1,Yes,Yes,18719.67,No
15777352,568,Spain,Female,32,7,169399.6,1,Yes,No,61936.22,No
15812007,670,Spain,Male,25,6,0,2,Yes,Yes,78358.94,No
15625461,613,France,Female,45,1,187841.99,2,Yes,Yes,147224.27,No
15739438,539,France,Male,30,0,0,2,Yes,No,160979.66,No
15611759,850,Spain,Female,57,8,126776.3,2,Yes,Yes,132298.49,No
15661629,522,Spain,Male,34,9,126436.29,1,Yes,No,174248.52,Yes
15633950,737,France,Male,41,1,101960.74,1,Yes,Yes,123547.28,No
15592386,520,France,Male,58,3,0,2,No,Yes,32790.02,No
15803716,706,Spain,Male,28,3,0,2,No,Yes,181543.67,No
15696674,643,Germany,Female,45,2,150842.93,1,No,Yes,2319.96,Yes
15706365,648,France,Female,50,9,102535.57,1,Yes,Yes,189543.19,No
15745088,443,Germany,Female,29,9,99027.61,2,Yes,No,10940.4,No
15676715,640,France,Male,68,9,0,2,Yes,Yes,199493.38,No
15613085,628,Spain,Female,33,3,0,1,Yes,Yes,188193.25,No
15633537,540,Germany,Female,42,9,87271.41,2,Yes,No,172572.64,No
15594720,460,Germany,Female,35,8,102742.91,2,Yes,Yes,189339.6,No
15684042,636,Germany,Male,34,2,40105.51,2,No,Yes,53512.16,No
15583303,593,France,Female,29,2,152265.43,1,Yes,No,34004.44,No
15611579,801,Spain,Male,42,4,141947.67,1,Yes,Yes,10598.29,No
15774696,640,Germany,Female,75,1,106307.91,2,No,Yes,113428.77,No
15694506,611,Germany,Male,31,0,107884.81,2,Yes,Yes,183487.98,No
15688074,802,Germany,Male,31,1,125013.72,1,Yes,Yes,187658.09,No
15759537,717,Germany,Male,35,7,58469.37,2,Yes,Yes,172459.39,No
15758449,769,France,Female,39,8,0,1,No,Yes,21016,No
15583456,745,Germany,Male,45,10,117231.63,3,Yes,Yes,122381.02,Yes
15667871,572,Spain,Male,35,4,152390.26,1,Yes,No,128123.66,No
15677371,629,Spain,Female,30,2,34013.63,1,Yes,No,19570.63,No
15629677,687,Spain,Female,39,2,0,3,No,No,188150.6,Yes
15713578,483,France,Female,50,9,0,2,Yes,Yes,111020.24,No
15591509,690,France,Male,36,7,101583.11,2,Yes,No,123775.15,No
15568240,492,Germany,Female,30,10,77168.87,2,No,Yes,146700.22,No
15622993,709,Germany,Male,28,8,124695.72,2,Yes,No,145251.35,No
15689294,705,Germany,Male,44,3,105934.96,1,Yes,No,82463.69,No
15720910,560,France,Female,66,9,0,1,Yes,Yes,15928.49,No
15721181,611,Spain,Male,46,6,0,2,Yes,No,45886.33,No
